District,District Code,Facility Code,Reg No.,Facility Name,Facility Type,Facility Ownership,Facility Location,Catchment Population (2018),latitude,longitude,,,,,,,
Machinga,MHG,2635,,CHITUNDU,Health Post,Government/public,Rural,,-14.915042,35.650339,,,,,,,
Machinga,MHG,2603,,Gawanani Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.2238,35.20293,,,,,,,
Machinga,MHG,2604,,Kawinga Dispensary,Dispensary,Government/public,Rural,,-14.85468,35.57198,,,,,,,
Machinga,MHG,2627,,"Khonje, Anaclate P, Twapochele",Dispensary,Private for profit,Rural,,-14.99535,35.49268,,,,,,,
Machinga,MHG,2623,,Lifune Maternity,Maternity,Private for profit,Rural,,-14.69513,35.70615,,,,,,,
Machinga,MHG,2632,,LIKHONYOWA,Health Post,Government/public,Rural,,-14.959359,35.790527,,,,,,,
Machinga,MHG,2622,,"Liwonde Medical Clinic, Chilik",Dispensary,Private for profit,Rural,,-15.06782,35.22473,,,,,,,
Machinga,MHG,2606,,Machinga Health Centre,Health Centre,Government/public,Rural,,-15.1773,35.29565,,,,,,,
Machinga,MHG,2628,,Machinga Private Clinic,Dispensary,Private for profit,Rural,,-14.87401,35.52903,,,,,,,
Machinga,MHG,2629,,Madalitso Private Clinic,Dispensary,Private for profit,Rural,,-14.99319,35.49219,,,,,,,
Machinga,MHG,2623,,Malingamoyo Private Clinic,Dispensary,Private for profit,Rural,,-14.87031,35.5294,,,,,,,
Machinga,MHG,2620,,Mangamba Health Centre,Health Centre,Government/public,Rural,,-14.79145,35.43652,,,,,,,
Machinga,MHG,2636,,MBANIRA,Health Post,Government/public,Rural,,-14.975262,35.598659,,,,,,,
Machinga,MHG,2607,,Mbonechela Dispensary,Dispensary,Government/public,Rural,,-14.88932,35.47818,,,,,,,
Machinga,MHG,2618,,Mkwepere Health Centre,Health Centre,Government/public,Rural,,-14.60286,35.63635,,,,,,,
Machinga,MHG,2619,,Mlomba Dispensary,Dispensary,Government/public,Rural,,-15.01903,35.47708,,,,,,,
Machinga,MHG,2630,,MOLIPA,Health Post,Government/public,Rural,,-15.051421,35.390936,,,,,,,
Machinga,MHG,2608,MCM/CHAM/RH/11,Mpiri Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.77192,35.60801,,,,,,,
Machinga,MHG,2609,MCM/CHAM/HC/34,Mposa Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.14906,35.51849,,,,,,,
Machinga,MHG,2610,MCM/CHAM/HC/05,Namandanje Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.88211,35.48324,,,,,,,
Machinga,MHG,2611,,Namanja Health Centre,Health Centre,Government/public,Rural,,-14.96543,35.67994,,,,,,,
Machinga,MHG,2612,,Nayinunje Health Centre,Health Centre,Government/public,Rural,,-14.7406,35.56503,,,,,,,
Machinga,MHG,2613,,Nayuchi Health Centre,Health Centre,Government/public,Rural,,-14.97585,35.86726,,,,,,,
Machinga,MHG,2614,,Ngokwe Health Centre,Health Centre,Government/public,Rural,,-14.70706,35.80177,,,,,,,
Machinga,MHG,2624,,Nice Private,Dispensary,Private for profit,Urban,,-15.06796,35.2282,,,,,,,
Machinga,MHG,2615,MCM/CHAM/RH/13,Nsanama Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.99491,35.49477,,,,,,,
Machinga,MHG,2616,,Ntaja Health Centre,Health Centre,Government/public,Rural,,-14.86828,35.52911,,,,,,,
Machinga,MHG,2621,MCM/CHAM/HC/78,Nthorowa Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.99492,35.57325,,,,,,,
Machinga,MHG,2617,,Nyambi Health Centre,Health Centre,Government/public,Rural,,-14.68999,35.57257,,,,,,,
Machinga,MHG,2625,,Umoyo Private Clinic,Dispensary,Private for profit,Rural,,-14.99987,35.49031,,,,,,,
Machinga,MHG,2626,,Zasintha Private Clinic,Dispensary,Private for profit,Urban,,-14.74521,35.56532,,,,,,,
Machinga,MHG,2627,,Mtambo Private Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Machinga,MHG,2628,MCM/C/328,Mota-Engil Liwonde Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2701,,Bimbi Health Centre,Health Centre,Government/public,Rural,,-15.30876,35.4794,,,,,,,
Zomba,ZA,2753,,AHI Clinic,Dispensary,Private for profit,Urban,,-15.38361,35.3223,,,,,,,
Zomba,ZA,2773,,Airwing Dispensary,Dispensary,Government/public,Urban,,-15.38876,35.38508,,,,,,,
Zomba,ZA,2702,,Chamba Health Centre,Health Centre,Government/public,Rural,,-15.46571,35.51662,,,,,,,
Zomba,ZA,2760,,Chancellor College,Dispensary,Private for profit,Urban,,-15.38533,35.33213,,,,,,,
Zomba,ZA,2746,,Changalume Barracks,Health Centre,Government/public,Rural,,-15.3896,35.21184,,,,,,,
Zomba,ZA,2703,,Chilipa Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.32447,35.11715,,,,,,,
Zomba,ZA,2742,,Chinamwali Private Clinic,Dispensary,Private for profit,Urban,,-15.3816,35.35584,,,,,,,
Zomba,ZA,2704,,Chingale Health Centre,Health Centre,Government/public,Rural,,-15.39694,35.1808,,,,,,,
Zomba,ZA,2763,,Chinguma,Health Post,Government/public,Rural,,-15.230167,35.800284,,,,,,,
Zomba,ZA,2705,MCM/CHAM/RH/08,Chipini Rural Hospital ,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.39007,35.09531,,,,,,,
Zomba,ZA,2737,,Chisi Island,Maternity,Government/public,Rural,,-15.32562,35.60506,,,,,,,
Zomba,ZA,2749,,City Clinic Zomba,Dispensary,Government/public,Urban,,-15.39072,35.32416,,,,,,,
Zomba,ZA,2729,,Cobbe Barracks,Other Hospital,Government/public,Urban,,-15.39094,35.30534,,,,,,,
Zomba,ZA,2758,,Compassionate Mission Clinic,Dispensary,NGO,Urban,,-15.32402,35.39372,,,,,,,
Zomba,ZA,2706,,Domasi Rural Hospital,Rural/Community Hospital,Government/public,Rural,,-15.28099,35.39935,,,,,,,
Zomba,ZA,2752,MCM/CHAM/HC/40,H Parker Sharp Dispensary,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.29912,35.36092,,,,,,,
Zomba,ZA,2708,,Lambulira Health Centre,Health Centre,Government/public,Rural,,-15.4841,35.337,,,,,,,
Zomba,ZA,2709,,Likangala Health Centre,Health Centre,Government/public,Rural,,-15.42787,35.54461,,,,,,,
Zomba,ZA,2764,,Lungazi,Health Post,Government/public,Rural,,-15.418725,35.846034,,,,,,,
Zomba,ZA,2733,,Machinjiri Health Centre,Health Centre,Government/public,Rural,,-15.23666,35.41707,,,,,,,
Zomba,ZA,2744,,Maela Health Centre,Health Centre,NGO,Rural,,-15.50987,35.1315,,,,,,,
Zomba,ZA,2710,MCM/CHAM/RH/21,Magomero Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.56147,35.26101,,,,,,,
Zomba,ZA,2711,,Makwapala Health Centre,Health Centre,Government/public,Rural,,-15.36938,35.4506,,,,,,,
Zomba,ZA,2768,MCM/C/197,Masm Medi Clinic Zomba,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2724,,Matawale Health Centre,Health Centre,Government/public,Urban,,-15.39029,35.35958,,,,,,,
Zomba,ZA,2712,MCM/CHAM/RH/19,Matiya Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.53371,35.5478,,,,,,,
Zomba,ZA,2713,MCM/CHAM/HC/2,Mayaka Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.57355,35.3728,,,,,,,
Zomba,ZA,2750,,Mikuyu,Dispensary,Government/public,Rural,,-15.41764,35.41968,,,,,,,
Zomba,ZA,2770,,Mikuyu Adult Clinic,Dispensary,Government/public,Urban,,,,,,,,,,
Zomba,ZA,2771,,Mikuyu Young Clinic,Dispensary,Government/public,Urban,,,,,,,,,,
Zomba,ZA,2755,,"Mitondo, Peter R. P. Prime Pri",Dispensary,Private for profit,Urban,,-15.5261,35.48619,,,,,,,
Zomba,ZA,2731,,M'mambo Health Centre,Health Centre,Government/public,Rural,,-15.26264,35.15945,,,,,,,
Zomba,ZA,2747,,Mwandamu Health Centre,Health Centre,Government/public,Rural,,-15.49803,35.18803,,,,,,,
Zomba,ZA,2732,,Naisi Health Centre,Health Centre,Government/public,Rural,,-15.35785,35.3849,,,,,,,
Zomba,ZA,2736,,Namadidi Health Centre,Health Centre,Government/public,Rural,,-15.41079,35.24736,,,,,,,
Zomba,ZA,2765,,NAMALITHA,Dispensary,Aquaid Lifeline,Urban,,-15.430886,35.490891,,,,,,,
Zomba,ZA,2714,MCM/CHAM/HC/21,Namasalima Health Centre,Health Centre,Government/public,Rural,,-15.23142,35.48876,,,,,,,
Zomba,ZA,2715,,Namikango,Maternity,Christian Health Association of Malawi (CHAM),Rural,,-15.47723,35.24056,,,,,,,
Zomba,ZA,2725,,Nasawa Health Centre,Health Centre,Government/public,Rural,,-15.6023,35.25956,,,,,,,
Zomba,ZA,2766,,Ngotangota,Health Post,Government/public,Rural,,-15.295999,35.82282,,,,,,,
Zomba,ZA,2716,,Ngwelelo Health Centre,Health Centre,Government/public,Rural,,-15.66645,35.42718,,,,,,,
Zomba,ZA,2717,MCM/CHAM/HC/37,Nkasala Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.32778,35.21661,,,,,,,
Zomba,ZA,2756,,"Ntata, Anthony C.",Dispensary,Private for profit,Urban,,-15.38929,35.32056,,,,,,,
Zomba,ZA,2718,MCM/CHAM/RH/32,Pirimiti Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.48302,35.45048,,,,,,,
Zomba,ZA,2748,,Police College Hospital,Other Hospital,Government/public,Urban,,-15.39112,35.32685,,,,,,,
Zomba,ZA,2734,,Sadzi Health Centre,Health Centre,Government/public,Urban,,-15.40882,35.31969,,,,,,,
Zomba,ZA,2719,MCM/CHAM/DH/13,St. Lukes Mission Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.20914,35.35291,,,,,,,
Zomba,ZA,2761,,State House Dispensary,Dispensary,Government/public,Urban,,-15.38153,35.31027,,,,,,,
Zomba,ZA,2721,MCM/CHAM/HC/66,Thondwe Dispensary,Dispensary,Government/public,Rural,,-15.48458,35.23696,,,,,,,
Zomba,ZA,2751,,Thondwe Pastoral Centre,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-15.49429,35.21861,,,,,,,
Zomba,ZA,2757,,Wecare Maternity Private Clini,Dispensary,Private for profit,Urban,,-15.37806,35.36123,,,,,,,
Zomba,ZA,2735,,Zilindo Health Centre,Health Centre,Government/public,Rural,,-15.3805,35.3013,,,,,,,
Zomba,ZA,2759,MCM/C/078,Zomba BLM,Dispensary,NGO,Urban,,-15.38919,35.31989,,,,U,,,Zomba City
Zomba,ZA,2722,MCM/MOH/CH/03,Zomba Central Hospital,Central Hospital,Government/public,Urban,,-15.3994,35.31378,,,,,,,
Zomba,ZA,2762,,Zomba Central Prison Clinic,Dispensary,Government/public,Urban,,-15.39611,35.31248,,,,,,,
Zomba,ZA,2772,,Zomba DHO Pharmacy,Dispensary,Government/public,Urban,,,,,,,,,,
Zomba,ZA,2723,MCM/MOH/RH/20,Zomba Mental Hospital,Rural/Community Hospital,Government/public,Urban,,-15.39874,35.30477,,,,,,,
Zomba,ZA,2775,,Charity Fellium Private Maternity Clinic,Maternity,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2277,MCM/C/381,Dental Studio-Zomba Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2278,MCM/C/334,Limbe Muslim Jamat - Habiba Mussa Clinic,Dispensary,NGO,Urban,,,,,,,,,,
Zomba,ZA,2279,,Rhema Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2280,MCM/C/200,Ndau Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2281,MCM/C/278,Palms Private Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2282,MCM/C/234,RWJ Wallace Limited Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2283,MCM/C/209,Umodzi Clinic - Aquaid Lifeline Project,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2284,MCM/C/51,Domasi College Clinic,Dispensary,Government/public,Urban,,,,,,,,,,
Zomba,ZA,2285,,Mbwana Private Clinic,Dispensary,Private for profit,Rural,,,,,,,,,,
Chiradzulu,CZ,2801,,Chiradzulu District Hospital,District Hospital,Government/public,Rural,,-15.71072,35.17419,,,,,,,
Chiradzulu,CZ,2802,,Chitera Health Centre,Health Centre,Government/public,Rural,,-15.60646,35.12306,,,,,,,
Chiradzulu,CZ,2813,,Mauwa Health Centre,Health Centre,Government/public,Rural,,-15.65283,35.2498,,,,,,,
Chiradzulu,CZ,2814,,Mbulumbuzi Health Centre,Health Centre,Government/public,Rural,,-15.63834,35.15687,,,,,,,
Chiradzulu,CZ,2804,,Milepa Health Centre,Health Centre,Government/public,Rural,,-15.68713,35.31818,,,,,,,
Chiradzulu,CZ,2805,,Namadzi Health Centre,Health Centre,Government/public,Rural,,-15.54663,35.18761,,,,,,,
Chiradzulu,CZ,2806,,Namitambo Health Centre,Health Centre,Government/public,Rural,,-15.84113,35.27019,,,,,,,
Chiradzulu,CZ,2807,,Ndunde Health Centre,Health Centre,Government/public,Rural,,-15.69615,35.23355,,,,,,,
Chiradzulu,CZ,2809,,Nkalo Health Centre,Health Centre,Government/public,Rural,,-15.97065,35.30997,,,,,,,
Chiradzulu,CZ,2812,,Thumbwe Health Centre,Health Centre,Government/public,Rural,,-15.76823,35.24849,,,,,,,
Chiradzulu,CZ,2815,,Malavi Dispensary,Dispensary,Government/public,Rural,,-15.83686,35.14867,,,,,,,
Chiradzulu,CZ,2808,MCM/CHAM/DH/15,St. Joseph Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.80173,35.16825,,,,,,,
Chiradzulu,CZ,2810,,PIM Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.75309,35.1923,,,,,,,
Chiradzulu,CZ,2816,,"Namakhwa, Jomo. Malavi Private",Clinic,Private for profit,Rural,,-15.83562,35.11578,,,,,,,
Chiradzulu,CZ,2817,,Akasale Private Clinic,Other Hospital,Private for profit,Urban,,-15.7596,35.11493,,,,,,,
Chiradzulu,CZ,2811,,Bilal Islamic Clinic,Other Hospital,Private for profit,Rural,,-15.74149,35.13047,,,,,,,
Chiradzulu,CZ,2819,,Namadzi Private Clinic,Other Hospital,Private for profit,Rural,,-15.5494,35.18197,,,,,,,
Chiradzulu,CZ,2820,,NJULI,Health Post,Government/public,Rural,,-15.706365,35.116452,,,,,,,
Chiradzulu,CZ,2821,,MWANJE,Health Post,Government/public,Rural,,-15.657096,35.200483,,,,,,,
Chiradzulu,CZ,2822,,CHIMWAWA,Dispensary,Government/public,Rural,,-15.909166,35.258729,,,,,,,
Chiradzulu,CZ,2823,MCM/C/082,BLM Midima Clinic,Dispensary,Government/public,Rural,,,,,,,,,,
Chiradzulu,CZ,2824,MCM/C/340,Servant of the Blessed Virgin Mary Sisters Imanol Larranaga Pvt Clinic,Dispensary,Government/public,Rural,,,,,,,,,,
 Blantyre,,2935,, AB                     .  , Health Centre , Private , U ,,,,,,,,,,
 Blantyre,,5083,, A-C Opticals , Dispensary ,Private, U ,,,,,,,,,,
 Blantyre,,5077,, AMECA (Chilaweni) ,Health Centre,MoH,R,,,,,,,,,,
 Blantyre,,2992,, Amitofo Health care centre ,Health Centre,NGO, U ,,,,,,,,,,
 Blantyre,,5041,, Aquid Lifeline Project ,Health Centre, NGO , R ,,,,,,,,,,
 Blantyre,,2936,, Arthur  Garden  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5045,, Auction Holdings ,Health Centre,Company, U ,,,,,,,,,,
 Blantyre,,2986,, Auctions Holdings  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2937,, Ayali                      ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2924,, Bangwe  , Health Centre , MoH , U ,217000,,,,,,,,,
 Blantyre,,2939,, Bangwe BLM ,Health Centre, NGO , U ,,,,,,,,,,
 Blantyre,,2994,, Banzi ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,2938,, Beit Cure International  , Other Hospital , NGO , U ,,,,,,,,,,
 Blantyre,,5122,, Belton Kapyepye Memorial  ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,5123,, Bernald Kachale ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5124,," Bhuptani, Girishkumar C. ",Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,2930,, Blantyre Adventist Hospital , Other Hospital , CHAM , U ,,,,,,,,,,
 Blantyre,,2921,, Blantyre Civic Centre  ,Health Centre, Council  , U ,,,,,,,,,,
 Blantyre,,5076,, Blantyre DHO Pharmarcy , Govt/Public ,MoH, U ,,,,,,,,,,
 Blantyre,,2995,, Blantyre Dream Project (Mandala) ,Health Centre, NGO , U ,,,,,,,,,,
 Blantyre,,5047,, Blantyre Water Board  - Walkers ,Health Centre,Company, U ,,,,,,,,,,
 Blantyre,,2941,, Blantyre Water Board - Mudi ,Health Centre, Company , U ,,,,,,,,,,
 Blantyre,,2962,, BLM Lunzu  ,Health Centre, NGO , U ,,,,,,,,,,
 Blantyre,,2942,, Carlsberg / Sobo  Blantyre ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2991,, Central East African Railways       ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2902,, Chavala                    , Health Centre , MoH , R ,14693,,,,,,,,,
 Blantyre,,2987,, Chichiri Escom                          ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2940,, Chichiri Prison ,Health Centre, Malawi Prison Services , U ,,,,,,,,,,
 Blantyre,,5125,," Chifundo, Monje ",Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,2993,, Chigeli                      ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5098,, Chigumula                          ,Health Centre, Local Gvt , U ,,,,,,,,,,
 Blantyre,,2903,, Chikowa  ,Health Centre, MoH , R ,38665,,,,,,,,,
 Blantyre,,2943,, Chilani  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2904,, Chileka                    ,Health Centre, MoH , R ,32923,,,,,,,,,
 Blantyre,,2923,, Chileka SDA  ,Health Centre, MoH , R ,18427,,,,,,,,,
 Blantyre,,2944,, Chilobwe  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2946,, Chilomoni  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2905,, Chilomoni                    ,Health Centre, MoH , U ,81265,,,,,,,,,
 Blantyre,,2945,, Chilomoni BLM  ,Health Centre, NGO , U ,,,,,,,,,,
 Blantyre,,2906,, Chimembe                    ,Health Centre, MoH , R ,21471,,,,,,,,,
 Blantyre,,2947,, Chinjovu  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5126,, Chirani  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2934,, Chirimba ,Health Centre, Local Gvt , U ,65299,,,,,,,,,
 Blantyre,,5067,, Chitawira Private  , Other Hospital , Private , U ,,,,,,,,,,
 Blantyre,,5006,, Dalirani ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,2949,, Dawn Private ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5007,," De Johnstone, maria I.M ",Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,2927,, District Health Office Mobile  ,Health Centre, MoH , U ,,,,,,,,,,
 Blantyre,,5099,, Dr Chilemba Surgery ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,5101,, Dr. Dzinyemba ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,5102,, Dr. Kidys , Other Hospital ,Private, U ,,,,,,,,,,
 Blantyre,,2984,, Dr. S. Kampondeni , Other Hospital ,Private, U ,,,,,,,,,,
 Blantyre,,2907,, Dziwe                    , Health Centre , MoH , R ,20186,,,,,,,,,
 Blantyre,,2950,, Ebenezar  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5008,, El-Barakah ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,2951,, Elim  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2952,, Family Health  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2999,, Gate Way ,Health Centre, MoH , U ,,,,,,,,,,
 Blantyre,,5104,," Gatrad, Mahomed I ", Other Hospital ,Private, U ,,,,,,,,,,
 Blantyre,,2953,, Ginnery Corner BLM ,Health Centre, NGO , U ,,,,,,,,,,
 Blantyre,,5105,," Girach, Bilkis A ", Other Hospital ,Private, U ,,,,,,,,,,
 Blantyre,,5084,, GM Opticals , Dispensary ,Private, U ,,,,,,,,,,
 Blantyre,,2954,, God Heals  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5011,, Hasco ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,5091,, Healing Hearts  ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,2955,, Henred  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2988,, Hope Medical centre ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5120,," Jere, Raymond M. Medicare ",Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,5039,, Kachere Rehabilitation Centre , Hospital , NGO , U ,,,,,,,,,,
 Blantyre,,2996,, Kadidi  , Health Centre , MoH , R ,21820,,,,,,,,,
 Blantyre,,5106,, Kalong - Limbe , Other Hospital ,Private, U ,,,,,,,,,,
 Blantyre,,5081,, Kanjedza Medical centre ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,2957,, Kanjedza Police  ,Health Centre, Malawi Police Services , U ,,,,,,,,,,
 Blantyre,,2919,, Kapeni Dream Centre ,Health Centre, NGO , U ,,,,,,,,,,
 Blantyre,,5040,, Kasamba  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5013,," Khuoge, Dane ",Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,5014,, Kotecha Leesha D. ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,5070,, Lafarge Cement ,Health Centre, Company , U ,,,,,,,,,,
 Blantyre,,2908,, Limbe                    , Health Centre , MoH , U ,82417,,,,,,,,,
 Blantyre,,2959,, Limbe Diagnostic  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5043,, Limbe Home Based Care ,Health Centre,NGO, U ,,,,,,,,,,
 Blantyre,,2989,, Limbe Leaf Tobacco -  Limbe ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2960,, Limbe Muslim  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5085,, Limbe Muslim Jamat  - Mbayani ,Health Centre,MAM, U ,,,,,,,,,,
 Blantyre,,5086,, Limbe Muslim Jamat - Blantyre ,Health Centre,MAM, U ,,,,,,,,,,
 Blantyre,,5089,, Limbe Muslim Jamat - Diagnostic ,Health Centre,MAM, U ,,,,,,,,,,
 Blantyre,,5088,, Limbe Muslim Jamat - Kachere ,Health Centre,MAM, U ,,,,,,,,,,
 Blantyre,,5096,, Limbe Muslim Jamat - Kanjedza ,Health Centre,MAM, U ,,,,,,,,,,
 Blantyre,,5090,, Limbe Muslim Jamat - Limbe ,Health Centre,MAM, U ,,,,,,,,,,
 Blantyre,,5036,, Limbe Muslim Jamat - Makhetha ,Health Centre,MAM, U ,,,,,,,,,,
 Blantyre,,5087,, Limbe Muslim Jamat Clinic ,Health Centre,MAM, U ,,,,,,,,,,
 Blantyre,,2909,, Lirangwe                    ,Health Centre, MoH , R ,30885,,,,,,,,,
 Blantyre,,2914,, Lumbira / Mitsidi                    ,Health Centre, CHAM , R ,,,,,,,,,,
 Blantyre,,2910,, Lundu                    ,Health Centre, MoH , R ,29034,,,,,,,,,
 Blantyre,,2961,, Lungu  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5046,, Macro  -Blantyre  ,Health Centre, NGO , U ,,,,,,,,,,
 Blantyre,,5044,, Madina Social Services ,Health Centre,MAM, U ,,,,,,,,,,
 Blantyre,,2911,, Madziabango                    ,Health Centre, MoH , R ,10583,,,,,,,,,
 Blantyre,,2912,, Makata                    ,Health Centre, MoH , R ,38706,,,,,,,,,
 Blantyre,,2956,, Makhetha  ,Health Centre, Local Gvt , R ,67251,,,,,,,,,
 Blantyre,,2963,, Makhetha  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2964,, Makwasa  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5094,, Malabada  ,Health Centre, CHAM , U ,,,,,,,,,,
 Blantyre,,2965,, Malamulo Day  -  Amina ,Health Centre, CHAM , U ,,,,,,,,,,
 Blantyre,,2990,, Malawi Polytechnic ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5093,, Malmed                          ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2966,, Mapeto David White head ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5097,, Masm Medi - Limbe ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2998,, Mbayani  , Dispensary , MoH , U ,79204,,,,,,,,,
 Blantyre,,2913,, Mdeka                    ,Health Centre, MoH , R ,35706,,,,,,,,,
 Blantyre,,5108,, Medicare City Centre / Makadam ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2967,, Merit                      ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5042,, Midima BLM ,Health Centre,NGO, U ,,,,,,,,,,
 Blantyre,,5019,, Mkwaira Ladison E. L.&A ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,2915,, Mlambe Mission Hospital , Other Hospital , CHAM , R ,35647,,,,,,,,,
 Blantyre,,2968,, Monekera                      ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2969,, Moyo                      ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2916,, Mpemba                    ,Health Centre, MoH , R ,22038,,,,,,,,,
 Blantyre,,2997,, Mpingo Maternity ,Health Centre, MoH , R ,10453,,,,,,,,,
 Blantyre,,5021,, Mt Soche - c/o Nyirenda ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,2929,, Mtengoumodzi Private Hospital , Other Hospital , CHAM , U ,,,,,,,,,,
 Blantyre,,5022,," Munthali Ndalakwanji, N, Pra ",Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,5107,," Munthali, Joyce W Naperi medi ", Other Hospital ,Private, U ,,,,,,,,,,
 Blantyre,,2970,, Muopo                      ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2971,, Mwachira Private Clinic , Other Hospital , Private , U ,,,,,,,,,,
 Blantyre,,5010,, Mwai Hale Medical Skin ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,5024,, Mwaiwathu - Mbvunbula ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,5100,, Mwaiwathu Clinic ,Health Centre,Private , U ,,,,,,,,,,
 Blantyre,,2931,, Mwaiwathu Private Hospital , Other Hospital , Private , U ,,,,,,,,,,
 Blantyre,,5025,, Mwanamanga Happiness ,Health Centre,Private , U ,,,,,,,,,,
 Blantyre,,5026,, Namboya Felix  ,Health Centre,Private , R ,,,,,,,,,,
 Blantyre,,2917,, Namikoko                    ,Health Centre, MoH , R ,10341,,,,,,,,,
