District,District Code,Facility Code,Reg No.,DHIS2 CODE,Facility Name,Facility Type,Facility Ownership,Facility Location,Catchment Population (2018),LATITUDE,LONGITUDE,,,,,,,
Mangochi,MH,2577,,0,Mwatakata Health Post,Health Post,Government/public,Rural,,-14.755091,35.112111,,,,,,,
Mangochi,MH,2522,MCM/CHAM/HC/09,2522,Namalaka Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,11810,-14.123840,35.193010,,,,,,,
Mangochi,MH,2523,,2523,Namwera Health Centre,Rural/Community Hospital,Government/public,Rural,18407,-14.363700,35.502210,,,,,,,
Mangochi,MH,2524,,2524,Nancholi Dispensary,Dispensary,Government/public,Rural,19799,-14.478030,35.586670,,,,,,,
Mangochi,MH,2525,,2525,Nangalamu Health Centre,Health Centre,Government/public,Rural,26069,-14.481480,35.672880,,,,,,,
Mangochi,MH,2526,MCM/CHAM/RH/18,2526,Nankhwali Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,11326,-14.135100,34.844880,,,,,,,
Mangochi,MH,2527,,2527,Nankumba Health Centre,Health Centre,Government/public,Rural,29368,-14.365210,34.823610,,,,,,,
Mangochi,MH,2557,,0,Ngala Health Post,Health Post,Government/public,Rural,,-14.657730,35.077120,,,,,,,
Mangochi,MH,2540,MCM/C/143,2570,Ngapani Sable Health Centre,Health Centre,Private for profit,Rural,16379,-14.029600,35.337730,,,,,,,
Mangochi,MH,2576,,0,Ngatala Health Post,Health Post,Government/public,Rural,,-14.657656,35.077156,,,,,,,
Mangochi,MH,2528,,2528,Nkope Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,28101,-14.197330,35.039440,,,,,,,
Mangochi,MH,2565,,0,"Perekamoyo, William D. Mphatso",Dispensary,Private for profit,Rural,,-14.085750,34.914270,,,,,,,
Mangochi,MH,2529,,2529,Phirilongwe Health Centre,Health Centre,Government/public,Rural,23473,-14.588470,34.899380,,,,,,,
Mangochi,MH,2538,,2552,Sinyala Dispensary,Dispensary,Government/public,Rural,17116,-14.583860,35.576260,,,,,,,
Mangochi,MH,2530,MCM/CHAM/RH/63,2559,Sister Martha Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,14520,-14.385310,35.535550,,,,,,,
Mangochi,MH,2579,,2579,Somba Health Centre,Dispensary,Government/public,Rural,,-14.64701,35.53803,,,,R,,,Liwonde Town
Mangochi,MH,2571,,0,St. Johns Seminary,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.546780,35.178420,,,,R,,,SC Mbwana Nyambi
Mangochi,MH,2516,MCM/CHAM/RH/34,2531,St. Martins Mission Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,36267,-14.347590,35.293750,,,,,,,
Mangochi,MH,2560,PMPB/DL/354,0,Umodzi Clinic,Dispensary,Private for profit,Urban,,-14.476920,35.264300,,,,,,,
Mangochi,MH,2582,,0,Maganga,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2583,,0,Misolo,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2584,,0,Chapola,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2585,MCM/C/284,0,DMI-St. John the Baptist University Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2586,MCM/C/385,0,Mehboob Memorial Centre,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2587,PMPB/DL/201,0,Stuka Pvt Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2588,PMPB/DL/224,0,Mphatso Pvt Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2589,PMPB/DL/288,0,Tulame Pvt Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2590,PMPB/DL/357,0,Madalitso Pvt Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2591,PMPB/DL/527,0,Logos pvt clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2592,PMPB/DL/544,0,Atupele Pvt Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Machinga,MHG,2605,,2605,Machinga District Hospital,District Hospital,Government/public,Urban,,-15.062290,35.226300,,,,,,,
Machinga,MHG,2624,,0,Alinafe Private,Dispensary,Private for profit,Rural,,-14.798530,35.443260,,,,,,,
Machinga,MHG,2628,MCM/C/083,0,BLM Liwonde Clinic,Dispensary,NGO,Rural,,-15.069400,35.227660,,,,,,,
Machinga,MHG,2601,,2601,Chamba Dispensary,Dispensary,Government/public,Rural,,-15.202340,35.421370,,,,,,,
Machinga,MHG,2637,,0,CHAPUSA,Health Post,Government/public,Rural,,-14.94175,35.613673,,,,,,,
Machinga,MHG,2602,,2602,Chikweo Health Centre,Health Centre,Government/public,Rural,,-14.765500,35.666910,,,,,,,
Machinga,MHG,2631,,0,CHIMBIRA,Health Post,Government/public,Rural,,-14.601369,35.805155,,,,,,,
Machinga,MHG,2633,,0,CHIPOLONGA,Health Post,Government/public,Rural,,-14.855441,35.685485,,,,,,,
Machinga,MHG,2634,,0,CHISUWI,Health Post,Government/public,Rural,,-14.968767,35.45754,,,,,,,
Machinga,MHG,2635,,0,CHITUNDU,Health Post,Government/public,Rural,,-14.915042,35.650339,,,,,,,
Machinga,MHG,2603,,2603,Gawanani Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.223800,35.202930,,,,,,,
Machinga,MHG,2604,,2604,Kawinga Dispensary,Dispensary,Government/public,Rural,,-14.854680,35.571980,,,,,,,
Machinga,MHG,2627,,0,"Khonje, Anaclate P, Twapochele",Dispensary,Private for profit,Rural,,-14.995350,35.492680,,,,,,,
Machinga,MHG,2623,,0,Lifune Maternity,Maternity,Private for profit,Rural,,-14.695130,35.706150,,,,,,,
Machinga,MHG,2632,,0,LIKHONYOWA,Health Post,Government/public,Rural,,-14.959359,35.790527,,,,,,,
Machinga,MHG,2622,,2622,"Liwonde Medical Clinic, Chilik",Dispensary,Private for profit,Rural,,-15.067820,35.224730,,,,,,,
Machinga,MHG,2606,,2606,Machinga Health Centre,Health Centre,Government/public,Rural,,-15.177300,35.295650,,,,,,,
Machinga,MHG,2628,,0,Machinga Private Clinic,Dispensary,Private for profit,Rural,,-14.874010,35.529030,,,,,,,
Machinga,MHG,2629,,0,Madalitso Private Clinic,Dispensary,Private for profit,Rural,,-14.993190,35.492190,,,,,,,
Machinga,MHG,2623,,0,Malingamoyo Private Clinic,Dispensary,Private for profit,Rural,,-14.870310,35.529400,,,,,,,
Machinga,MHG,2620,,2620,Mangamba Health Centre,Health Centre,Government/public,Rural,,-14.791450,35.436520,,,,,,,
Machinga,MHG,2636,,0,MBANIRA,Health Post,Government/public,Rural,,-14.975262,35.598659,,,,,,,
Machinga,MHG,2607,,2607,Mbonechela Dispensary,Dispensary,Government/public,Rural,,-14.889320,35.478180,,,,,,,
Machinga,MHG,2618,,2618,Mkwepere Health Centre,Health Centre,Government/public,Rural,,-14.602860,35.636350,,,,,,,
Machinga,MHG,2619,,2619,Mlomba Dispensary,Dispensary,Government/public,Rural,,-15.019030,35.477080,,,,,,,
Machinga,MHG,2630,,0,MOLIPA,Health Post,Government/public,Rural,,-15.051421,35.390936,,,,,,,
Machinga,MHG,2608,MCM/CHAM/RH/11,2608,Mpiri Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.771920,35.608010,,,,,,,
Machinga,MHG,2609,MCM/CHAM/HC/34,2609,Mposa Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.149060,35.518490,,,,,,,
Machinga,MHG,2610,MCM/CHAM/HC/05,2610,Namandanje Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.882110,35.483240,,,,,,,
Machinga,MHG,2611,,2611,Namanja Health Centre,Health Centre,Government/public,Rural,,-14.965430,35.679940,,,,,,,
Machinga,MHG,2612,,2612,Nayinunje Health Centre,Health Centre,Government/public,Rural,,-14.740600,35.565030,,,,,,,
Machinga,MHG,2613,,2613,Nayuchi Health Centre,Health Centre,Government/public,Rural,,-14.975850,35.867260,,,,,,,
Machinga,MHG,2614,,2614,Ngokwe Health Centre,Health Centre,Government/public,Rural,,-14.707060,35.801770,,,,,,,
Machinga,MHG,2624,,0,Nice Private,Dispensary,Private for profit,Urban,,-15.067960,35.228200,,,,,,,
Machinga,MHG,2615,MCM/CHAM/RH/13,2615,Nsanama Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.994910,35.494770,,,,,,,
Machinga,MHG,2616,,2616,Ntaja Health Centre,Health Centre,Government/public,Rural,,-14.868280,35.529110,,,,,,,
Machinga,MHG,2621,MCM/CHAM/HC/78,0,Nthorowa Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.994920,35.573250,,,,,,,
Machinga,MHG,2617,,2617,Nyambi Health Centre,Health Centre,Government/public,Rural,,-14.689990,35.572570,,,,,,,
Machinga,MHG,2625,,0,Umoyo Private Clinic,Dispensary,Private for profit,Rural,,-14.999870,35.490310,,,,,,,
Machinga,MHG,2626,,0,Zasintha Private Clinic,Dispensary,Private for profit,Urban,,-14.745210,35.565320,,,,,,,
Machinga,MHG,2627,,0,Mtambo Private Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Machinga,MHG,2628,MCM/C/328,0,Mota-Engil Liwonde Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Zomba,ZA,2701,,2701,Bimbi Health Centre,Health Centre,Government/public,Rural,,-15.308760,35.479400,,,,,,,
Zomba,ZA,2753,,2753,AHI Clinic,Dispensary,Private for profit,Urban,,-15.383610,35.322300,,,,,,,
Zomba,ZA,2773,,0,Airwing Dispensary,Dispensary,Government/public,Urban,,-15.388760,35.385080,,,,,,,
Zomba,ZA,2702,,2702,Chamba Health Centre,Health Centre,Government/public,Rural,,-15.465710,35.516620,,,,,,,
Zomba,ZA,2760,,2760,Chancellor College,Dispensary,Private for profit,Urban,,-15.385330,35.332130,,,,,,,
Zomba,ZA,2746,,2746,Changalume Barracks,Health Centre,Government/public,Rural,,-15.389600,35.211840,,,,,,,
Zomba,ZA,2703,,2703,Chilipa Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.324470,35.117150,,,,,,,
Zomba,ZA,2742,,2742,Chinamwali Private Clinic,Dispensary,Private for profit,Urban,,-15.381600,35.355840,,,,,,,
Zomba,ZA,2704,,2704,Chingale Health Centre,Health Centre,Government/public,Rural,,-15.396940,35.180800,,,,,,,
Zomba,ZA,2763,,0,Chinguma,Health Post,Government/public,Rural,,-15.230167,35.800284,,,,,,,
Zomba,ZA,2705,MCM/CHAM/RH/08,2705,Chipini Rural Hospital ,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.390070,35.095310,,,,,,,
Zomba,ZA,2737,,0,Chisi Island,Maternity,Government/public,Rural,,-15.325620,35.605060,,,,,,,
Zomba,ZA,2749,,2749,City Clinic Zomba,Dispensary,Government/public,Urban,,-15.390720,35.324160,,,,,,,
Zomba,ZA,2729,,2729,Cobbe Barracks,Other Hospital,Government/public,Urban,,-15.390940,35.305340,,,,,,,
Zomba,ZA,2758,,0,Compassionate Mission Clinic,Dispensary,NGO,Urban,,-15.324020,35.393720,,,,,,,
Zomba,ZA,2706,,2706,Domasi Rural Hospital,Rural/Community Hospital,Government/public,Rural,,-15.280990,35.399350,,,,,,,
Zomba,ZA,2752,MCM/CHAM/HC/40,2752,H Parker Sharp Dispensary,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.299120,35.360920,,,,,,,
Zomba,ZA,2708,,0,Lambulira Health Centre,Health Centre,Government/public,Rural,,-15.484100,35.337000,,,,,,,
Zomba,ZA,2709,,2709,Likangala Health Centre,Health Centre,Government/public,Rural,,-15.427870,35.544610,,,,,,,
Zomba,ZA,2764,,0,Lungazi,Health Post,Government/public,Rural,,-15.418725,35.846034,,,,,,,
Zomba,ZA,2733,,2733,Machinjiri Health Centre,Health Centre,Government/public,Rural,,-15.236660,35.417070,,,,,,,
Zomba,ZA,2744,,0,Maela Health Centre,Health Centre,NGO,Rural,,-15.509870,35.131500,,,,,,,
Zomba,ZA,2710,MCM/CHAM/RH/21,2710,Magomero Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.561470,35.261010,,,,,,,
Zomba,ZA,2711,,2711,Makwapala Health Centre,Health Centre,Government/public,Rural,,-15.369380,35.450600,,,,,,,
Zomba,ZA,2768,MCM/C/197,2768,Masm Medi Clinic Zomba,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2724,,2724,Matawale Health Centre,Health Centre,Government/public,Urban,,-15.390290,35.359580,,,,,,,
Zomba,ZA,2712,MCM/CHAM/RH/19,2712,Matiya Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.533710,35.547800,,,,,,,
Zomba,ZA,2713,MCM/CHAM/HC/2,2713,Mayaka Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.573550,35.372800,,,,,,,
Zomba,ZA,2750,,0,Mikuyu,Dispensary,Government/public,Rural,,-15.417640,35.419680,,,,,,,
Zomba,ZA,2770,,2770,Mikuyu Adult Clinic,Dispensary,Government/public,Urban,,,,,,,,,,
Zomba,ZA,2771,,2771,Mikuyu Young Clinic,Dispensary,Government/public,Urban,,,,,,,,,,
Zomba,ZA,2755,,0,"Mitondo, Peter R. P. Prime Pri",Dispensary,Private for profit,Urban,,-15.526100,35.486190,,,,,,,
Zomba,ZA,2731,,2731,M'mambo Health Centre,Health Centre,Government/public,Rural,,-15.262640,35.159450,,,,,,,
Zomba,ZA,2747,,2747,Mwandamu Health Centre,Health Centre,Government/public,Rural,,-15.498030,35.188030,,,,,,,
Zomba,ZA,2732,,2732,Naisi Health Centre,Health Centre,Government/public,Rural,,-15.357850,35.384900,,,,,,,
Zomba,ZA,2736,,2736,Namadidi Health Centre,Health Centre,Government/public,Rural,,-15.410790,35.247360,,,,,,,
Zomba,ZA,2765,,0,NAMALITHA,Dispensary,Aquaid Lifeline,Urban,,-15.430886,35.490891,,,,,,,
Zomba,ZA,2714,MCM/CHAM/HC/21,2714,Namasalima Health Centre,Health Centre,Government/public,Rural,,-15.231420,35.488760,,,,,,,
Zomba,ZA,2715,,2715,Namikango,Maternity,Christian Health Association of Malawi (CHAM),Rural,,-15.477230,35.240560,,,,,,,
Zomba,ZA,2725,,2725,Nasawa Health Centre,Health Centre,Government/public,Rural,,-15.602300,35.259560,,,,,,,
Zomba,ZA,2766,,0,Ngotangota,Health Post,Government/public,Rural,,-15.295999,35.822820,,,,,,,
Zomba,ZA,2716,,2716,Ngwelelo Health Centre,Health Centre,Government/public,Rural,,-15.666450,35.427180,,,,,,,
Zomba,ZA,2717,MCM/CHAM/HC/37,2717,Nkasala Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.327780,35.216610,,,,,,,
Zomba,ZA,2756,,0,"Ntata, Anthony C.",Dispensary,Private for profit,Urban,,-15.389290,35.320560,,,,,,,
Zomba,ZA,2718,MCM/CHAM/RH/32,2718,Pirimiti Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.483020,35.450480,,,,,,,
Zomba,ZA,2748,,2748,Police College Hospital,Other Hospital,Government/public,Urban,,-15.391120,35.326850,,,,,,,
Zomba,ZA,2734,,2734,Sadzi Health Centre,Health Centre,Government/public,Urban,,-15.408820,35.319690,,,,,,,
Zomba,ZA,2719,MCM/CHAM/DH/13,2719,St. Lukes Mission Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.209140,35.352910,,,,,,,
Zomba,ZA,2761,,2761,State House Dispensary,Dispensary,Government/public,Urban,,-15.381530,35.310270,,,,,,,
Zomba,ZA,2721,MCM/CHAM/HC/66,2721,Thondwe Dispensary,Dispensary,Government/public,Rural,,-15.484580,35.236960,,,,,,,
Zomba,ZA,2751,,0,Thondwe Pastoral Centre,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-15.494290,35.218610,,,,,,,
Zomba,ZA,2757,,0,Wecare Maternity Private Clini,Dispensary,Private for profit,Urban,,-15.378060,35.361230,,,,,,,
Zomba,ZA,2735,,2735,Zilindo Health Centre,Health Centre,Government/public,Rural,,-15.380500,35.301300,,,,,,,
Zomba,ZA,2759,MCM/C/078,2759,Zomba BLM,Dispensary,NGO,Urban,,-15.389190,35.319890,,,,U,,,Zomba City
Zomba,ZA,2722,MCM/MOH/CH/03,0,Zomba Central Hospital,Central Hospital,Government/public,Urban,,-15.399400,35.313780,,,,,,,
Zomba,ZA,2762,,2762,Zomba Central Prison Clinic,Dispensary,Government/public,Urban,,-15.396110,35.312480,,,,,,,
Zomba,ZA,2772,,0,Zomba DHO Pharmacy,Dispensary,Government/public,Urban,,,,,,,,,,
Zomba,ZA,2723,MCM/MOH/RH/20,0,Zomba Mental Hospital,Rural/Community Hospital,Government/public,Urban,,-15.398740,35.304770,,,,,,,
Zomba,ZA,2775,,0,Charity Fellium Private Maternity Clinic,Maternity,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2277,MCM/C/381,0,Dental Studio-Zomba Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2278,MCM/C/334,0,Limbe Muslim Jamat - Habiba Mussa Clinic,Dispensary,Mission/ Faith-based (other than CHAM),Urban,,,,,,,,,,
Zomba,ZA,2279,,0,Rhema Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2280,MCM/C/200,0,Ndau Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2281,MCM/C/278,0,Palms Private Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2282,MCM/C/234,0,RWJ Wallace Limited Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2283,MCM/C/209,0,Umodzi Clinic - Aquaid Lifeline Project,Dispensary,Private for profit,Urban,,,,,,,,,,
Zomba,ZA,2284,MCM/C/51,0,Domasi College Clinic,Dispensary,Government/public,Urban,,,,,,,,,,
Zomba,ZA,2285,,0,Mbwana Private Clinic,Dispensary,Private for profit,Rural,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Chiradzulu,CZ,2801,,2801,Chiradzulu District Hospital,District Hospital,Government/public,Rural,,-15.710720,35.174190,,,,,,,
Chiradzulu,CZ,2802,,2802,Chitera Health Centre,Health Centre,Government/public,Rural,,-15.606460,35.123060,,,,,,,
Chiradzulu,CZ,2813,,2803,Mauwa Health Centre,Health Centre,Government/public,Rural,,-15.652830,35.249800,,,,,,,
Chiradzulu,CZ,2814,,2814,Mbulumbuzi Health Centre,Health Centre,Government/public,Rural,,-15.638340,35.156870,,,,,,,
Chiradzulu,CZ,2804,,2804,Milepa Health Centre,Health Centre,Government/public,Rural,,-15.687130,35.318180,,,,,,,
Chiradzulu,CZ,2805,,2805,Namadzi Health Centre,Health Centre,Government/public,Rural,,-15.546630,35.187610,,,,,,,
Chiradzulu,CZ,2806,,2806,Namitambo Health Centre,Health Centre,Government/public,Rural,,-15.841130,35.270190,,,,,,,
Chiradzulu,CZ,2807,,2807,Ndunde Health Centre,Health Centre,Government/public,Rural,,-15.696150,35.233550,,,,,,,
Chiradzulu,CZ,2809,,2809,Nkalo Health Centre,Health Centre,Government/public,Rural,,-15.970650,35.309970,,,,,,,
Chiradzulu,CZ,2812,,2812,Thumbwe Health Centre,Health Centre,Government/public,Rural,,-15.768230,35.248490,,,,,,,
Chiradzulu,CZ,2815,,0,Malavi Dispensary,Dispensary,Government/public,Rural,,-15.836860,35.148670,,,,,,,
Chiradzulu,CZ,2808,MCM/CHAM/DH/15,2808,St. Joseph Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.801730,35.168250,,,,,,,
Chiradzulu,CZ,2810,,2810,PIM Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.753090,35.192300,,,,,,,
Chiradzulu,CZ,2816,,0,"Namakhwa, Jomo. Malavi Private",Dispensary,Private for profit,Rural,,-15.835620,35.115780,,,,,,,
Chiradzulu,CZ,2817,,0,Akasale Private Clinic,Other Hospital,Private for profit,Urban,,-15.759600,35.114930,,,,,,,
Chiradzulu,CZ,2811,,2811,Bilal Islamic Clinic,Other Hospital,Private for profit,Rural,,-15.741490,35.130470,,,,,,,
Chiradzulu,CZ,2819,,2805,Namadzi Private Clinic,Other Hospital,Mission/ Faith-based (other than CHAM),Rural,,-15.549400,35.181970,,,,,,,
Chiradzulu,CZ,2820,,0,NJULI,Health Post,Government/public,Rural,,-15.706365,35.116452,,,,,,,
Chiradzulu,CZ,2821,,0,MWANJE,Health Post,Government/public,Rural,,-15.657096,35.200483,,,,,,,
Chiradzulu,CZ,2822,,0,CHIMWAWA,Dispensary,Government/public,Rural,,-15.909166,35.258729,,,,,,,
Chiradzulu,CZ,2823,MCM/C/082,0,BLM Midima Clinic,Dispensary,Government/public,Rural,,,,,,,,,,
Chiradzulu,CZ,2824,MCM/C/340,0,Servant of the Blessed Virgin Mary Sisters Imanol Larranaga Pvt Clinic,Dispensary,Government/public,Rural,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 Blantyre ,,2935,,0, AB                     .  , Health Centre , Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,5083,,0, A-C Opticals , Dispensary ,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,5077,,0, AMECA (Chilaweni) ,Health Centre,Government/public,Rural,,,,,,,,,,
 Blantyre ,,2992,,0, Amitofo Health care centre ,Health Centre,NGO,Urban,,,,,,,,,,
 Blantyre ,,5041,,0, Aquid Lifeline Project ,Health Centre, NGO , Rural ,,,,,,,,,,
 Blantyre ,,2936,,0, Arthur  Garden  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,5045,,0, Auction Holdings ,Health Centre,Company,Urban,,,,,,,,,,
 Blantyre ,,2986,,0, Auctions Holdings  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,2937,,0, Ayali                      ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,2924,,2924, Bangwe  , Health Centre , Government/public ,Urban,"  217,000 ",,,,,,,,,
 Blantyre ,,2939,,0, Bangwe BLM ,Health Centre, NGO ,Urban,,,,,,,,,,
 Blantyre ,,2994,,0, Banzi ,Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,2938,,0, Beit Cure International  , Other Hospital , NGO ,Urban,,,,,,,,,,
 Blantyre ,,5122,,0, Belton Kapyepye Memorial  ,Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,5123,,0, Bernald Kachale ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,5124,,0," Bhuptani, Girishkumar C. ",Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,2930,,2929, Blantyre Adventist Hospital , Other Hospital , Christian Health Association of Malawi (CHAM) ,Urban,,,,,,,,,,
 Blantyre ,,2921,,2901, Blantyre Civic Centre  ,Health Centre, Government/public ,Urban,,,,,,,,,,
 Blantyre ,,5076,,0, Blantyre DHO Pharmarcy , Govt/Public ,Government/public,Urban,,,,,,,,,,
 Blantyre ,,2995,,5040, Blantyre Dream Project (Mandala) ,Health Centre, NGO ,Urban,,,,,,,,,,
 Blantyre ,,5047,,0, Blantyre Water Board  - Walkers ,Health Centre,Company,Urban,,,,,,,,,,
 Blantyre ,,2941,,0, Blantyre Water Board - Mudi ,Health Centre, Company ,Urban,,,,,,,,,,
 Blantyre ,,2962,,2934, BLM Lunzu  ,Health Centre, NGO ,Urban,,,,,,,,,,
 Blantyre ,,2942,,5048, Carlsberg / Sobo  Blantyre ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,2991,,5049, Central East African Railways       ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,2902,,0, Chavala                    , Health Centre , Government/public , Rural ,"  14,693 ",,,,,,,,,
 Blantyre ,,2987,,2931, Chichiri Escom                          ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,2940,,2937, Chichiri Prison ,Health Centre, Government/public ,Urban,,,,,,,,,,
 Blantyre ,,5125,,0," Chifundo, Monje ",Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,2993,,0, Chigeli                      ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,5098,,2939, Chigumula                          ,Health Centre, Government/public ,Urban,,,,,,,,,,
 Blantyre ,,2903,,2903, Chikowa  ,Health Centre, Government/public , Rural ,"  38,665 ",,,,,,,,,
 Blantyre ,,2943,,0, Chilani  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,2904,,2904, Chileka                    ,Health Centre, Government/public , Rural ,"  32,923 ",,,,,,,,,
 Blantyre ,,2923,,2923, Chileka SDA  ,Health Centre, Government/public , Rural ,"  18,427 ",,,,,,,,,
 Blantyre ,,2944,,0, Chilobwe  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,2946,,0, Chilomoni  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,2905,,2905, Chilomoni                    ,Health Centre, Government/public ,Urban,"  81,265 ",,,,,,,,,
 Blantyre ,,2945,,2940, Chilomoni BLM  ,Health Centre, NGO ,Urban,,,,,,,,,,
 Blantyre ,,2906,,2906, Chimembe                    ,Health Centre, Government/public , Rural ,"  21,471 ",,,,,,,,,
 Blantyre ,,2947,,0, Chinjovu  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,5126,,0, Chirani  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,2934,,2941, Chirimba ,Health Centre, Government/public ,Urban,"  65,299 ",,,,,,,,,
 Blantyre ,,5067,,2942, Chitawira Private  , Other Hospital , Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,5006,,0, Dalirani ,Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,2949,,0, Dawn Private ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,5007,,0," De Johnstone, maria I.M ",Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,2927,,0, District Health Office Mobile  ,Health Centre, Government/public ,Urban,,,,,,,,,,
 Blantyre ,,5099,,0, Dr Chilemba Surgery ,Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,5101,,0, Dr. Dzinyemba ,Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,5102,,0, Dr. Kidys , Other Hospital ,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,2984,,0, Dr. S. Kampondeni , Other Hospital ,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,2907,,2907, Dziwe                    , Health Centre , Government/public , Rural ,"  20,186 ",,,,,,,,,
 Blantyre ,,2950,,0, Ebenezar  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,5008,,0, El-Barakah ,Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,2951,,0, Elim  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,2952,,0, Family Health  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,2999,,2945, Gate Way ,Health Centre, Government/public ,Urban,,,,,,,,,,
 Blantyre ,,5104,,0," Gatrad, Mahomed I ", Other Hospital ,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,2953,,2946, Ginnery Corner BLM ,Health Centre, NGO ,Urban,,,,,,,,,,
